SITE_ID,VISIT_NO,MICL_RESULT_ppb
NLA12_WY-R02,1,0
NLA12_MN-143,1,0.81
NLA12_CT-126,1,0.07066
NLA12_IN-101,1,0.04793
NLA12_VA-106,1,0
NLA12_ID-203,1,0.05652
NLA12_ID-122,1,0.07755
NLA12_IN-130,1,0.09266
NLA12_ID-198,1,0.04933
NLA12_IN-113,1,0.06907
NLA12_UT-167,1,0.07141
NLA12_PA-117,1,2.93
NLA12_PA-106,1,0
NLA12_ME-103,1,0
NLA12_OK-288,1,0.13355
NLA12_OR-107,1,0
NLA12_MS-116,2,0.08891
NLA12_WA-R10,1,0.07041
NLA12_OR-145,1,0.06721
NLA12_MT-110,1,0
NLA12_MT-152,1,0.06991
NLA12_WY-133,1,0
NLA12_IN-147,1,0.0552
NLA12_VA-101,2,0.07148
NLA12_VA-R05,1,0.14536
NLA12_OH-137,1,0.52865
NLA12_TX-113,1,0.11727
NLA12_WA-R09,1,0.04472
NLA12_UT-196,1,0.04892
NLA12_ND-202,1,0.34674
NLA12_ND-198,1,0.11212
NLA12_ND-190,1,1.67403
NLA12_ME-121,1,0
NLA12_OH-134,1,0.35759
NLA12_ID-104,1,0.14371
NLA12_CO-121,1,0.09487
NLA12_WA-102,1,0.05187
NLA12_CO-117,1,0
NLA12_WY-115,1,0
NLA12_ND-145,1,0.30162
NLA12_IN-134,1,0.15883
NLA12_ME-130,1,0
NLA12_ND-131,1,0.12614
NLA12_CA-188,1,16.2041
NLA12_MT-124,1,0
NLA12_SD-147,1,37.6071
NLA12_OR-105,1,0
NLA12_MN-121,1,0.18
NLA12_DE-101,1,0.16271
NLA12_SD-137,1,0.05469
NLA12_TX-104,1,0.08141
NLA12_WI-144,1,0
NLA12_MN-119,1,0.16
NLA12_VA-R18,1,2.43726
NLA12_OK-132,1,0.03743
NLA12_CA-119,1,0
NLA12_WA-R11,1,0
NLA12_OR-154,1,0.47105
NLA12_MN-103,1,0.19
NLA12_IN-144,1,0.08965
NLA12_IN-110,1,0.44725
NLA12_IN-105,1,0.12557
NLA12_WI-R12,1,0.04256
NLA12_ID-101,2,0.05854
NLA12_OK-292,1,0.18119
NLA12_MN-106,1,0
NLA12_MN-115,1,0
NLA12_CO-R04,1,0
NLA12_AL-113,1,0
NLA12_NC-104,1,0.06819
NLA12_IN-164,1,0.11644
NLA12_ME-101,1,0.04559
NLA12_ME-126,1,0
NLA12_NE-107,1,0.27871
NLA12_OR-112,1,0.67997
NLA12_VA-112,1,0.07292
NLA12_VA-123,1,0.15386
NLA12_WI-R13,1,0.07107
NLA12_MI-150,1,0.13062000000000001
NLA12_GA-111,1,0
NLA12_IN-102,1,0.21567
NLA12_IN-106,1,0.10107
NLA12_MI-125,1,0.05572
NLA12_CA-108,1,0.04293
NLA12_UT-118,1,0.08387
NLA12_CT-103,1,0.07409
NLA12_MN-177,1,0
NLA12_PA-108,2,0.86
NLA12_TX-116,1,0.46377
NLA12_IN-166,1,0.1146
NLA12_WI-134,1,64.83
NLA12_OR-102,1,189.382
NLA12_AR-109,1,0.03898
NLA12_AR-104,1,0.16042
NLA12_FL-130,1,0.07196
NLA12_MN-167,1,0.48
NLA12_NC-127,1,0.08695
NLA12_ME-120,1,0.04201
NLA12_AZ-103,1,0.10562
NLA12_FL-102,2,0.30455
NLA12_CO-133,1,0.08837
NLA12_MN-160,1,0.18
NLA12_IN-159,1,0.113
NLA12_NE-111,1,0.06727
NLA12_FL-109,1,0.35393
NLA12_FL-105,1,0.18436
NLA12_NE-112,1,0.12089
NLA12_UT-218,1,0.20806
NLA12_SC-112,2,0
NLA12_NC-124,1,0.18113
NLA12_NC-115,1,0
NLA12_SD-131,1,0.37701
NLA12_ND-156,1,4.37654
NLA12_WY-116,1,0.06211
NLA12_SC-118,1,0.185
NLA12_IN-120,1,0.10315
NLA12_IN-145,1,0.16912
NLA12_FL-110,2,0
NLA12_FL-126,1,0.7448
NLA12_MO-105,1,0.10587
NLA12_MO-110,1,0
NLA12_ID-112,2,0
NLA12_IN-101,2,0.092
NLA12_WA-109,1,0
NLA12_CA-103,1,0
NLA12_ME-102,1,0.10617
NLA12_OR-109,1,0.07165
NLA12_IN-149,1,0.1015
NLA12_IN-179,1,0.10814
NLA12_IN-187,1,0.09659
NLA12_ME-116,1,0
NLA12_MN-152,1,0.17
NLA12_MT-140,1,0
NLA12_NE-125,1,0.13869
NLA12_SC-102,1,0.08735
NLA12_WY-R04,1,0
NLA12_IL-112,1,0.4197
NLA12_CA-111,2,0
NLA12_SD-115,2,3.04314
NLA12_ME-R07,1,0.08683
NLA12_MN-112,1,0.49
NLA12_WI-161,1,0
NLA12_MN-135,1,0.41
NLA12_OR-128,1,0.83238
NLA12_CT-108,1,0.21732
NLA12_NY-0104,2,0.13032
NLA12_MD-104,1,0.39369
NLA12_WA-133,1,0
NLA12_CO-130,1,0
NLA12_UT-126,1,0
NLA12_OK-107,1,0
NLA12_NE-121,1,3.96168
NLA12_VA-127,1,0.07217
NLA12_VA-130,1,0.0636
NLA12_MN-114,1,3.08
NLA12_DE-103,1,0.17325
NLA12_IL-116,1,1.29884
NLA12_MO-108,2,0.06678
NLA12_PA-113,1,0
NLA12_MD-105,2,0.24811
NLA12_IN-185,1,0.46478
NLA12_CA-135,1,0
NLA12_CA-123,1,0
NLA12_SD-101,2,0.06914
NLA12_GA-112,2,0.05273
NLA12_TX-128,1,0.08169
NLA12_OR-144,1,0.0684
NLA12_UT-159,1,0
NLA12_UT-147,1,0
NLA12_SC-127,1,0.09324
NLA12_WY-R01,1,0
NLA12_MT-144,1,0
NLA12_SD-143,1,3.12326
NLA12_SC-104,2,0.10155
NLA12_IN-103,1,2.38378
NLA12_ME-129,1,0.57586
NLA12_IN-163,1,0.10605
NLA12_ME-118,1,0
NLA12_AZ-145,1,0.44025
NLA12_AR-101,2,0
NLA12_AR-105,2,0.05912
NLA12_OH-101,1,0.13729
NLA12_CO-131,2,0.10892
NLA12_FL-141,1,0.09056
NLA12_GA-R11,1,0
NLA12_NE-105,1,3.36436
NLA12_NE-108,1,18.3139
NLA12_NC-116,2,0.10948
NLA12_NC-101,2,0.12318
NLA12_NM-161,1,0.09626
NLA12_IN-128,2,0.19128
NLA12_NM-104,2,0.08006
NLA12_NM-162,1,0.14484
NLA12_FL-132,1,0.0948
NLA12_FL-123,2,0
NLA12_FL-101,2,0.16342
NLA12_NE-113,1,15.46685
NLA12_NE-102,1,1.08563
NLA12_MT-102,1,0.0888
NLA12_IN-174,1,0.20335
NLA12_SD-109,1,0.17147
NLA12_NM-117,2,0.10036
NLA12_OR-121,1,0.1007
NLA12_OH-107,1,1.61938
NLA12_CA-206,1,0
NLA12_IN-171,1,0.07012
NLA12_MN-127,1,0.15
NLA12_IN-186,1,0.0861
NLA12_DE-104,1,0.19985
NLA12_IN-180,1,0
NLA12_MO-123,1,0.19609
NLA12_WY-R08,1,0
NLA12_AR-106,1,0.11198
NLA12_GA-103,1,0.08472
NLA12_NC-114,1,0.15971
NLA12_NE-135,1,0.11256
NLA12_SC-103,2,0
NLA12_SD-170,1,0.6185
NLA12_ND-113,1,0.10231
NLA12_ME-104,1,0.19376
NLA12_CO-101,2,0.19436
NLA12_MT-136,1,0
NLA12_MN-136,1,0
NLA12_MN-158,1,0.39
NLA12_ME-105,1,0.09851
NLA12_AR-102,1,0.49357
NLA12_AR-111,1,0
NLA12_CA-141,1,0.08594
NLA12_CA-208,1,0
NLA12_ND-199,1,0.27901
NLA12_OH-104,1,0.79256
NLA12_AZ-R02,1,0.18261
NLA12_ME-122,1,0.07941
NLA12_MT-120,1,0
NLA12_ND-105,1,8.34
NLA12_WA-101,2,0
NLA12_NE-127,1,0.15217
NLA12_OR-160,1,0.07438
NLA12_OR-103,1,0
NLA12_IN-104,1,0.63159
NLA12_IN-115,1,0.05719
NLA12_OH-118,2,0
NLA12_NC-134,1,0.98715
NLA12_SD-154,1,8.30425
NLA12_GA-127,1,15.98425
NLA12_WA-125,1,0.03207
NLA12_AZ-R01,1,0
NLA12_CO-109,1,0.08271
NLA12_ME-107,1,0
NLA12_NE-160,1,0.08037
NLA12_WI-179,1,0
NLA12_WI-109,1,0.283
NLA12_WI-115,1,0
NLA12_AZ-130,2,0.10002
NLA12_VT-112,2,2.19153
NLA12_MT-164,1,0.04722
NLA12_PA-111,1,0.41
NLA12_PA-115,1,0
NLA12_TX-218,1,0.07735
NLA12_OH-115,1,0.78105
NLA12_AR-103,1,0.09539
NLA12_AZ-106,1,0.08448
NLA12_AZ-123,1,0.07554
NLA12_NE-154,1,0.39835
NLA12_NE-156,1,3.44001
NLA12_NE-101,2,0.0714
NLA12_WA-103,1,0.07547
NLA12_NE-166,1,0.07127
NLA12_NE-149,1,0.62323
NLA12_SD-157,1,0.91958
NLA12_NE-170,1,4.76948
NLA12_SD-162,1,4.14772
NLA12_MT-151,1,0.05376
NLA12_AZ-157,1,0.06404
NLA12_ME-126,2,0.08086
NLA12_OH-106,1,0.0889
NLA12_CO-R01,1,0.07874
NLA12_CA-102,1,0.10953
NLA12_CA-156,1,0.0775
NLA12_SD-103,1,0.70858
NLA12_SD-150,1,0.17466
NLA12_SD-141,1,2.37294
NLA12_GA-101,2,0.28153
NLA12_MT-135,1,0.40077
NLA12_NE-129,2,0.3601
NLA12_CO-R10,1,0
NLA12_MN-123,2,0
NLA12_MN-171,1,0.18
NLA12_MD-101,2,0.0822
NLA12_MO-122,1,0.91958
NLA12_MO-126,1,0.10308
NLA12_WA-146,1,0
NLA12_IN-142,1,0.08089
NLA12_MN-144,1,0
NLA12_CO-107,1,0.0822
NLA12_CT-101,2,0.18052
NLA12_WV-101,2,0.17807
NLA12_TX-199,1,0.11316
NLA12_NE-157,1,0.08378
NLA12_MT-103,1,3.46075
NLA12_IL-114,1,0.10603
NLA12_IN-117,1,0
NLA12_MN-101,2,0.3
NLA12_SD-198,1,0.54298
NLA12_ME-115,1,0.08496
NLA12_GA-114,1,0.19985
NLA12_IN-191,1,0.10135
NLA12_WA-114,1,0.08374
NLA12_AZ-143,1,0.0548
NLA12_UT-374,1,0
NLA12_PA-103,1,0.49
NLA12_CO-105,1,0.10775
NLA12_NE-158,1,0
NLA12_IL-103,1,3.95095
NLA12_MT-119,1,0.35035
NLA12_UT-122,1,0.07513
NLA12_TX-118,1,0.07217
NLA12_CA-181,1,0.26548
NLA12_CO-R07,1,0.07669
NLA12_IN-126,1,0.06715
NLA12_TX-202,1,2.70959
NLA12_OK-133,1,0.09715
NLA12_UT-324,1,0.06958
NLA12_ME-135,1,0.06952
NLA12_MT-161,1,0.09693
NLA12_OH-101,2,0.15864
NLA12_UT-325,1,0.06731
NLA12_WA-115,1,0
NLA12_OK-286,1,2.0526
NLA12_WV-112,2,0.13086
NLA12_UT-229,1,0.09736
NLA12_MN-181,1,0
NLA12_MN-180,1,0.22
NLA12_CA-212,1,0.05543
NLA12_OH-R03,1,0.20855
NLA12_MN-162,1,0
NLA12_MN-170,1,0
NLA12_ME-108,1,0.07593
NLA12_IN-162,1,0.20682
NLA12_IN-112,1,0.74466
NLA12_IN-131,1,0.09239
NLA12_CT-115,2,0.08948
NLA12_TX-137,1,0.12509
NLA12_CO-127,1,48.7836
NLA12_MO-120,1,0.08176
NLA12_PA-119,1,0
NLA12_OH-112,1,0.09331
NLA12_CA-138,1,0.04799
NLA12_WI-133,1,3.81
NLA12_WI-132,1,0.641
NLA12_WI-181,1,2.165
NLA12_WI-135,1,0
NLA12_WI-111,1,2.546
NLA12_MT-177,1,0.10586
NLA12_MA-101,1,0
NLA12_MA-105,1,0.07796
NLA12_IN-183,1,0.56247
NLA12_WA-124,1,0.11478
NLA12_MA-111,1,0.06266
NLA12_WA-120,1,0
NLA12_UT-110,2,0.08644
NLA12_UT-290,1,0.07456
NLA12_MA-108,1,0.05112
NLA12_WY-125,1,0
NLA12_OK-102,1,0.48076
NLA12_OK-285,1,0.06686
NLA12_CA-107,1,0.08485
NLA12_DE-121,1,0.0683
NLA12_WV-105,1,0.07485
NLA12_MT-102,2,0.06793
NLA12_ME-101,2,0.08149
NLA12_MT-105,1,0.06567
NLA12_CO-111,1,0.11054
NLA12_OR-126,1,0.08626
NLA12_OR-173,1,0.08818
NLA12_TX-159,1,0.21649
NLA12_OK-311,1,0.10226
NLA12_OK-101,2,0.08908
NLA12_CA-104,1,0.04243
NLA12_MT-111,1,0.06473
NLA12_OH-122,1,0.07822
NLA12_ME-137,1,0.07585
NLA12_IN-196,1,0.0778
NLA12_MA-102,1,0.06614
NLA12_WA-116,1,0.07386
NLA12_WA-104,1,0
NLA12_MA-104,1,0.14031
NLA12_IL-111,1,0.12391
NLA12_CT-105,1,0.5243
NLA12_TN-106,1,0.09239
NLA12_OK-299,2,0.15746
NLA12_UT-264,1,0.07987
NLA12_CO-103,1,0.09342
NLA12_PA-101,2,0
NLA12_UT-343,1,0.07048
NLA12_UT-359,1,0.50195
NLA12_OR-103,2,0
NLA12_TX-R08,1,0.09127
NLA12_IN-193,1,0.21331
NLA12_OR-121,2,0
NLA12_MT-164,2,0.04609
NLA12_NJ-105,1,0
NLA12_NY-0101,2,0.06805
NLA12_TX-101,2,0.11183
NLA12_IN-199,1,0.08295
NLA12_WA-159,1,0.09768
NLA12_TN-122,1,0.09728
NLA12_MO-106,1,0.06615
NLA12_MA-106,1,0.0972
NLA12_IL-105,1,0.12044
NLA12_MA-109,1,0.40792
NLA12_NJ-106,1,0.19591
NLA12_DE-107,1,0.07556
NLA12_WY-101,2,0.06743
NLA12_WY-137,1,0.09588
NLA12_CO-104,1,25.722
NLA12_NY-0112,1,0.09458
NLA12_ME-113,1,0
NLA12_MA-110,1,0.13698
NLA12_TN-119,1,33.672
NLA12_TN-114,2,0.0839
NLA12_TN-108,2,0.40025
NLA12_MA-103,1,0.06758
NLA12_TN-103,1,0.04643
NLA12_DE-105,2,0
NLA12_IL-109,2,7.1007
NLA12_SD-146,1,0
NLA12_TN-101,2,0.76497
NLA12_WA-151,1,0
NLA12_WY-147,1,0
NLA12_WY-124,2,0.06739
NLA12_OR-163,1,0
NLA12_OR-158,1,0
NLA12_OH-105,1,0.58585
NLA12_NJ-131,2,0.27696
NLA12_MT-162,1,0
NLA12_OH-113,1,0.21906
NLA12_IN-135,1,0.0636
NLA12_TX-232,1,0.05444
NLA12_NY-0103,1,0.04068
NLA12_AZ-102,1,0.95401
NLA12_IN-155,1,0.07838
NLA12_IN-201,1,0.07343
NLA12_MA-105,2,0.04267
NLA12_DE-101,2,0.68652
NLA12_TX-161,1,0.06497
NLA12_WA-133,2,0.05404
NLA12_NJ-101,2,0.09374
NLA12_MO-101,2,0.15167
NLA12_ND-R17,1,6.63125
NLA12_ND-R18,1,2.86515
NLA12_TN-104,1,0.06254
NLA12_TN-R01,1,0.07486
NLA12_TX-235,1,0
NLA12_MA-101,2,0
NLA12_NJ-R01,1,0
NLA12_NJ-103,1,0.40536
NLA12_IN-202,1,0
NLA12_CA-101,2,0.41542
NLA12_NJ-108,1,0
NLA12_TX-129,1,0
NLA12_IL-123,1,0.30762
NLA12_UT-397,1,0
NLA12_UT-412,1,0.0521
NLA12_TX-R09,1,0
NLA12_UT-424,1,0.04664
NLA12_UT-392,1,0.15578
NLA12_IL-103,2,71.9664
NLA12_CA-223,1,0
NLA12_WA-154,1,0.0892
NLA12_WA-110,1,0
NLA12_UT-409,1,0.07069
NLA12_TX-234,1,0.05362
NLA12_TX-196,1,0.08452
NLA12_UT-400,1,0.05428
NLA12_MO-102,1,0.17023
NLA12_MS-116,1,0.09017
NLA12_MS-R03,1,0.18233
NLA12_MS-119,1,0.10464
NLA12_VT-101,1,0
NLA12_TX-141,1,0.15873
NLA12_TX-169,1,0.07513
NLA12_OR-133,1,0.08114
NLA12_OR-131,1,0.08441
NLA12_TX-158,1,0.23052
NLA12_ID-107,1,0
NLA12_VT-102,1,0.04645
NLA12_OR-101,1,0.08911
NLA12_TX-135,1,0.09471
NLA12_WI-101,1,4.2
NLA12_ID-151,1,0
NLA12_TX-110,1,0.10528
NLA12_WI-102,1,0.105
NLA12_ID-109,1,0
NLA12_ID-111,1,0.24879
NLA12_VT-106,1,0
NLA12_WI-152,1,0.198
NLA12_WI-113,1,0
NLA12_MI-151,1,0.05485
NLA12_WI-117,1,0
NLA12_MI-139,1,0.29855
NLA12_MI-124,1,0.14559
NLA12_TX-117,2,0.09019
NLA12_OR-106,1,0.07625
NLA12_WI-136,1,0.726
NLA12_MI-109,1,0.08121
NLA12_TX-109,1,0.10417
NLA12_VT-109,1,0.11349
NLA12_MI-136,1,0
NLA12_MI-105,1,0.11127
NLA12_CA-R09,1,0.1167
NLA12_MI-167,1,0
NLA12_WI-168,1,0.689
NLA12_TX-124,1,0.10005
NLA12_TX-148,1,0
NLA12_WI-172,1,0
NLA12_MI-108,1,0.0972
NLA12_ID-149,1,0.10872
NLA12_ID-148,1,0
NLA12_ID-103,1,0
NLA12_MI-104,1,0.07558
NLA12_VT-104,1,0
NLA12_MI-120,1,0.12735
NLA12_TX-103,1,0.09354
NLA12_MI-152,1,0.15754
NLA12_MI-128,1,0.2205
NLA12_MI-168,1,0.13858
NLA12_MI-112,1,0.15727
NLA12_MI-115,1,0.07807
NLA12_WI-131,1,0
NLA12_WI-154,1,0
NLA12_NE-109,1,0.08716
NLA12_NE-103,1,0.14762
NLA12_NE-114,1,0.08527
NLA12_WA-106,1,0.13071
NLA12_NE-104,1,0.24051
NLA12_MI-117,1,0.79297
NLA12_MI-102,1,0
NLA12_NE-133,1,0.41209
NLA12_MI-110,1,0.03939
NLA12_MI-129,1,0.30382
NLA12_VT-114,1,0.08234
NLA12_MI-123,1,0.11063
NLA12_MI-161,1,0.29594
NLA12_WI-166,1,0
NLA12_MI-165,1,0.05078
NLA12_MI-162,1,0.05548
NLA12_MI-132,1,4.99447
NLA12_MI-118,1,0
NLA12_WA-107,1,0.04769
NLA12_WI-112,1,0.216
NLA12_WI-108,1,0.832
NLA12_VT-101,2,0.09337
NLA12_MI-169,1,0
NLA12_MI-148,1,0.07582
NLA12_WA-129,1,0
NLA12_WI-155,1,0
NLA12_WI-103,1,0
NLA12_MI-137,1,0.17342
NLA12_WI-151,1,0
NLA12_WI-127,1,12.62
NLA12_MI-164,1,0.13722
NLA12_WI-104,1,0
NLA12_ID-143,1,0.11304
NLA12_MI-116,1,0.37907
NLA12_ID-216,1,0
NLA12_WI-129,1,0.128
NLA12_NH-115,1,0.04406
NLA12_MI-141,1,0
NLA12_WA-131,1,0.05252
NLA12_WI-107,1,0.289
NLA12_WA-111,1,0
NLA12_ID-214,1,0.09081
NLA12_WI-120,1,0
NLA12_VT-115,1,0.08041
NLA12_WI-128,1,0
NLA12_MI-138,1,0.09914
NLA12_WI-110,1,0
NLA12_MI-122,1,0
NLA12_MI-133,1,0
NLA12_MI-107,1,0.21063
NLA12_WI-101,2,2.624
NLA12_MI-106,1,0.30456
NLA12_MI-126,1,0.22063
NLA12_ID-221,1,0.06914
NLA12_ID-218,1,0
NLA12_ID-180,1,0
NLA12_MI-130,1,0.08143
NLA12_MI-103,1,0.93713
NLA12_MI-142,1,0.0766
NLA12_MI-101,2,0.11308
NLA12_MI-139,2,1.4011
NLA12_VT-110,1,0.08066
NLA12_MI-113,1,0.23331
NLA12_ID-220,1,9.3914
NLA12_ID-205,1,0
NLA12_MI-145,1,0.21886
NLA12_MI-172,1,0.314
NLA12_WI-138,1,0
NLA12_WI-163,1,0.519
NLA12_MI-177,1,0.36956
NLA12_WI-106,1,0
NLA12_WI-171,1,0
NLA12_FL-R04,1,0.56312
NLA12_MI-178,1,0
NLA12_WI-147,1,0
NLA12_WA-147,1,0
NLA12_WI-176,1,0
NLA12_WI-170,1,0
NLA12_WI-112,2,0.653
NLA12_WY-151,1,0
NLA12_WI-173,1,0
NLA12_WI-188,1,20.68
NLA12_OR-167,1,0.13327
NLA12_WI-142,1,0
NLA12_WI-153,1,0.15
NLA12_WI-183,1,0
NLA12_WI-174,1,0
NLA12_WI-122,1,0
NLA12_WI-157,1,0.105
