SITE_ID,VISIT_NO,d18O,dD,d_excess,E_I,RT_iso,RT_modeled,Lk_vol_m3
NLA17_AL-10001,1,-4.6,-26.45,10.35,0,NA,0.020389053,33963752.56
NLA17_AL-10002,1,-3.74,-23.44,6.48,0.055,0.113613012,0.034371543,198302747.9
NLA17_AL-10003,1,-4.48,-28.1,7.74,0.057,0.149837564,0.011720514,123188287.5
NLA17_AL-10004,1,-0.93,-9.26,-1.82,0.157,0.282807715,0.203757657,584040.0415
NLA17_AL-10005,1,-1.43,-11.6,-0.16,0.137,0.142342954,0.381210024,57392.2513
NLA17_AL-10008,1,-1.57,-13.21,-0.65,0.113,0.23306942,0.265385551,366615.1304
NLA17_AL-10018,1,-1.76,-14.73,-0.65,0.121,0.350993242,0.278160413,315314.6175
NLA17_AL-10020,1,-2.12,-12.67,4.29,0.081,0.070641636,0.203859952,12698.3531
NLA17_AL-HP001,1,-1.85,-12.28,2.52,0.117,0.321566454,0.243868311,2469517.18
NLA17_AR-10001,1,-3.01,-15.58,8.5,0.052,0.058928162,0.153022809,1131940.234
NLA17_AR-10002,1,-3.31,-17.83,8.65,0.044,0.076977904,0.040445695,40222209.29
NLA17_AR-10003,1,-2.45,-21.88,-2.28,0.04,NA,0.270264954,NA
NLA17_AR-10004,1,-3,-18.22,5.78,0.069,0.036468621,0.218815771,10313.2785
NLA17_AR-10014,1,-1.86,-13.5,1.38,0.156,0.120618925,0.616168162,74403.6359
NLA17_AR-10016,1,-1.06,-8.58,-0.1,0.222,0.112145129,0.345186693,199649.1685
NLA17_AR-10021,1,-1.48,-11.35,0.49,0.144,0.148870009,0.292217828,182529.2577
NLA17_AR-10022,1,-1.09,-9.07,-0.35,0.171,0.106271488,0.065275684,86689.2586
NLA17_AR-HP001,1,-2.93,-15,8.44,0.062,0.241348147,0.074930617,13777446.13
NLA17_AZ-10001,1,-4.73,-43.8,-5.96,0.21,1.047704534,0.0268829,24368303.98
NLA17_AZ-10002,1,-5.95,-54.4,-6.8,0.306,1.105224523,0.176726971,1756109.417
NLA17_AZ-10003,1,-9.61,-86.2,-9.32,0.245,2.030521753,3.534671946,899606.856
NLA17_AZ-10004,1,-6.65,-57.08,-3.88,0.098,0.159846086,0.225805593,1451988.62
NLA17_AZ-10005,1,-5.28,-48.28,-6.04,0.151,0.356505942,0.271652962,8756682.46
NLA17_AZ-10006,1,-4.31,-41.57,-7.09,0.293,NA,0.233463029,NA
NLA17_AZ-10007,1,-5.69,-55.8,-10.28,0.27,0.782801203,0.093965236,441770.2249
NLA17_AZ-10012,1,2.02,-8.27,-24.43,0.604,4.766866272,0.481823698,3297384.014
NLA17_AZ-10021,1,-7.62,-62.03,-1.07,0.057,0.513872388,0.068538505,1242395.508
NLA17_AZ-10035,1,-4.24,-47.79,-13.87,0.309,0.25130057,0.084780673,58622.3862
NLA17_AZ-10041,1,-9.15,-83,-9.8,0.239,0.071560711,2.653689261,473531.8859
NLA17_AZ-10090,1,-7.84,-60.22,2.5,0.128,0.900228834,0.211808198,955872.2927
NLA17_AZ-10100,1,-8.11,-75.34,-10.46,0.252,3.047983324,0.019476779,5117619
NLA17_CA-10001,1,-4.68,-29.73,7.71,0.076,0.380056573,0.061882241,12158468.05
NLA17_CA-10002,1,-6.51,-42.52,9.56,0.01,0.167466595,0.048418231,58047308.73
NLA17_CA-10003,1,-3.58,-36.21,-7.57,0.381,0.693550314,0.414372553,341817.2028
NLA17_CA-10004,1,-2.57,-52.7,-32.14,0.611,6.863452433,0.297408142,6297286.733
NLA17_CA-10005,1,-5.76,-43.07,3.01,0.138,1.001413511,0.087616302,4770030.811
NLA17_CA-10006,1,-10.93,-76.24,11.2,0,NA,0.012774006,19480.9555
NLA17_CA-10007,1,-4.87,-38.12,0.84,0.211,0.416360668,0.096859036,24564.1811
NLA17_CA-10008,1,-10.63,-76.17,8.87,0.019,0.156731576,0.029280779,343744170.5
NLA17_CA-10009,1,-10.17,-74.79,6.57,0.052,0.19806358,0.037193933,155959812
NLA17_CA-10010,1,-9.76,-67.26,10.82,0,NA,0.043584408,1761764.954
NLA17_CA-10011,1,-5.09,-34.46,6.26,0.127,1.44677588,0.126891583,24542899.16
NLA17_CA-10012,1,-11.46,-79.73,11.95,0,NA,0.011565356,4994973.305
NLA17_CA-10020,1,-12.75,-98.66,3.34,0.053,0.288545573,0.479437101,311788.2277
NLA17_CA-10021,1,0.32,-16.69,-19.25,0.436,1.153750761,0.760638227,27889.2499
NLA17_CA-10033,1,-11.37,-83.78,7.18,0.082,0.865592921,0.13038252,703499.1268
NLA17_CA-10035,1,-6.15,-65.45,-16.25,0.45,0.384108302,0.068238347,40885.0099
NLA17_CA-10052,1,-11.41,-85.9,5.38,0.083,1.254023083,0.160072235,842507.4935
NLA17_CA-10054,1,-3.2,-26.34,-0.74,0.237,1.912885903,0.15470665,11881089.52
NLA17_CA-10055,1,-2.1,-19.63,-2.83,0.521,1.192564155,0.281228746,418879.4551
NLA17_CA-10062,1,-0.06,-38.13,-37.65,0.926,0.311006097,0.254306947,39619.8724
NLA17_CA-10064,1,-2.5,-23.65,-3.65,0.487,0.93106818,0.016729602,549640.6448
NLA17_CA-10068,1,-10.75,-75.81,10.19,0,NA,0.066518086,576721.3506
NLA17_CA-10069,1,-0.27,-22.57,-20.41,0.637,0.632382681,0.181412013,43399.9797
NLA17_CA-10081,1,-0.58,-20.05,-15.41,0.559,4.052802246,0.265904827,1576125.079
NLA17_CA-10082,1,-6.72,-56.08,-2.32,0.102,NA,0.372996054,NA
NLA17_CA-10089,1,-9.06,-83.38,-10.9,0.228,0.851518209,0.07890598,872371.539
NLA17_CA-HP001,1,-10.5,-79.79,4.21,0.113,0.448274827,0.117773223,62716.5125
NLA17_CA-HP002,1,-10.05,-76.5,3.9,0.125,1.274932641,0.045564471,1028858.354
NLA17_CO-10002,1,-13.14,-104.7,0.42,0.143,0.415893163,0.7849926,4400102.387
NLA17_CO-10003,1,-14.86,-107.04,11.84,0,NA,0.138667616,2505556.5
NLA17_CO-10004,1,-6.96,-71.96,-16.28,0.441,1.531104904,0.861519198,1710563.651
NLA17_CO-10005,1,-9.15,-85.97,-12.77,0.373,1.36786934,1.105652818,460190.5838
NLA17_CO-10006,1,-14.01,-106.28,5.8,0.074,0.922890868,0.361027921,756347.474
NLA17_CO-10007,1,-10.71,-90.92,-5.24,0.257,1.202960369,0.92622994,19087219.68
NLA17_CO-10008,1,-8.59,-74.58,-5.86,0.225,0.633466685,0.586836258,1051320.156
NLA17_CO-10009,1,-13.5,-103.51,4.49,0.1,0.845424189,0.406906025,186231.2509
NLA17_CO-10010,1,-5.29,-33.24,9.08,0.031,0.078974818,0.091536664,146664.7595
NLA17_CO-10011,1,-17.28,-126.78,11.46,0,NA,0.295875835,70734.0316
NLA17_CO-10019,1,-14.99,-116.01,3.91,0.022,0.205488227,0.465359228,34531.446
NLA17_CO-10020,1,-17.9,-130.4,12.8,0,NA,0.3016413,32708.2634
NLA17_CO-10022,1,-6.37,-70.14,-19.18,0.472,1.574941345,1.078656818,401700.3181
NLA17_CO-10024,1,-14.45,-111.49,4.11,0.089,1.179626283,0.935069652,6637447.223
NLA17_CO-10037,1,-10.68,-88.66,-3.22,0.177,0.161331955,0.084497608,83382.0604
NLA17_CO-10038,1,-16.93,-123.71,11.73,0,NA,0.240761469,560097.2391
NLA17_CO-10043,1,-13.11,-105.43,-0.55,0.11,0.812873563,0.450762598,45025.8075
NLA17_CO-10050,1,-10.11,-84.87,-3.99,0.231,1.388797817,0.82783679,535434.1978
NLA17_CO-10051,1,-15.28,-109.4,12.84,0,NA,0.131365779,43096.533
NLA17_CO-10053,1,-13.17,-103.37,1.99,0.028,0.19815664,0.591783081,548251.7784
NLA17_CO-10055,1,-10.05,-90.25,-9.85,0.281,0.290202584,0.488651609,41094.5144
NLA17_CO-10057,1,-4.42,-60.55,-25.19,0.193,0.382012064,1.027629772,209591.4118
NLA17_CO-10058,1,-14.73,-112.33,5.51,0.065,4.752675428,1.393441347,331330.0792
NLA17_CO-HP002,1,-16.23,-123.42,6.42,0.06,2.590679229,0.305169533,23036688.62
NLA17_CO-HP003,1,-15.74,-114.75,11.17,0,NA,0.159745791,106858.6217
NLA17_CT-10001,1,-7.3,-49.32,9.08,0.03,0.031428343,0.109772127,130612.3211
NLA17_CT-10002,1,-7.02,-48.14,8.02,0.069,0.41231471200000003,0.231546146,2194880.986
NLA17_CT-10003,1,-4.22,-33.41,0.35,0.263,3.295865449,0.306228535,7618879.026
NLA17_CT-10004,1,-6.57,-42.14,10.42,0,NA,0.12763104,4718185.533
NLA17_CT-10005,1,-6.56,-44.46,8.02,0.055,0.205842909,0.261491805,448260.6523
NLA17_CT-10006,1,-5.77,-41.58,4.58,0.151,2.737724435,0.157670764,244853.7395
NLA17_CT-10010,1,-6.49,-44.72,7.2,0.075,0.674225153,0.006850403,22758419.86
NLA17_CT-10019,1,-5.44,-36.45,7.07,0.093,0.278088786,0.045745536,36261.3074
NLA17_CT-10021,1,-7.24,-47.98,9.94,0.002,0.01094579,0.057320824,142642.7027
NLA17_CT-10023,1,-3.82,-27.92,2.64,0.249,1.293312573,0.249963299,1238989.974
NLA17_CT-HP001,1,-6.22,-40.23,9.53,0.014,0.07701169,0.207813854,363869.3842
NLA17_DE-10001,1,-4.92,-32.18,7.18,0.07,0.03077537,0.279318997,226783.1296
NLA17_DE-10002,1,-1.17,-30.34,-20.98,0.21,0.085174982,0.042399942,90349.6918
NLA17_DE-10003,1,-5.09,-31.8,8.92,0.034,0.01307732,0.044934095,107801.0483
NLA17_DE-10004,1,-5.29,-30.59,11.73,0.03,0.008477227,0.119117757,55182.871400000004
NLA17_DE-10005,1,-5.88,-34.64,12.4,0,NA,0.08043609,71357.3931
NLA17_DE-10006,1,-5.29,-31.78,10.54,0,NA,0.006400956,12174.8484
NLA17_DE-10011,1,-4.47,-27.79,7.97,0.075,0.046810784,0.359079941,10581.2391
NLA17_FL-10001,1,2.1,14.08,-2.72,0.556,0.210230518,0.210261326,771024983.5
NLA17_FL-10002,1,-1.83,-11.61,3.03,0.075,0.187630564,0.067323614,88470570.45
NLA17_FL-10003,1,1.87,7.15,-7.81,0.346,0.363032882,0.219991948,306950.622
NLA17_FL-10004,1,2.99,16.47,-7.45,0.613,0.654101836,0.29710761,3805669.318
NLA17_FL-10005,1,3.19,18.4,-7.12,0.92,0.882727865,0.117705276,70756363.66
NLA17_FL-10006,1,1.86,8,-6.88,0.35,0.201368851,0.057350839,24422620.73
NLA17_FL-10007,1,0.78,1.11,-5.13,0.201,0.193650697,0.277076258,22185.8807
NLA17_FL-10008,1,1.21,7.13,-2.55,0.326,0.220305415,0.148929383,4931719.65
NLA17_FL-10011,1,-0.47,-3.08,0.68,0.116,0.408893661,0.202336076,737600.1826
NLA17_FL-10015,1,2.61,8.97,-11.91,0.337,0.462104229,0.272465949,24821.1417
NLA17_FL-10020,1,-0.41,-3.53,-0.25,0.115,0.715034028,0.213207322,2574482.301
NLA17_FL-10029,1,-1.69,-10.99,2.53,0.037,0.122088191,0.229713411,179928.8551
NLA17_FL-10030,1,2.2,10.08,-7.52,0.407,1.220555256,0.37780531,318248.5787
NLA17_FL-10034,1,1.95,2.79,-12.81,0.337,0.299325225,0.277147527,40651.0151
NLA17_FL-10035,1,6.48,27.59,-24.25,1.008,0.303790062,0.129127218,11786.4216
NLA17_FL-10038,1,-0.63,-6.36,-1.32,0.15,0.295653367,0.340817515,87299.569
NLA17_FL-10042,1,0.07,-1.61,-2.17,0.128,0.108360405,0.240100265,81538.8265
NLA17_FL-HP002,1,2.56,11.64,-8.84,0.68,0.576852525,0.22431237,6536148.283
NLA17_GA-10001,1,1.33,5.3,-5.34,0.282,0.242572852,0.314962574,92525.73
NLA17_GA-10002,1,-1.53,-11.6,0.64,0.166,0.103976444,0.249795734,32173.7639
NLA17_GA-10003,1,-3.2,-18.41,7.19,0.04,0.071293023,0.135601914,562102.0537
NLA17_GA-10004,1,-3.41,-20.41,6.87,0.078,0.382144822,0.075552523,154744017.8
NLA17_GA-10005,1,-1.13,-11.51,-2.47,0.18,0.185202896,0.145622768,24877.9738
NLA17_GA-10008,1,1.72,1.78,-11.98,0.572,1.193412869,0.358357407,53772.2214
NLA17_GA-10020,1,-0.77,-8.44,-2.28,0.194,0.101888966,0.300340641,10318.6628
NLA17_GA-10022,1,0.64,-3.77,-8.89,0.321,0.397078357,0.280172396,172153.7512
NLA17_GA-10023,1,-2.81,-14.84,7.64,0.082,0.153853054,0.224719689,2037448.35
NLA17_GA-10026,1,-3.05,-18.82,5.58,0.097,0.135968953,0.17715166,187306.3731
NLA17_GA-10039,1,-2.84,-17.94,4.78,0.127,0.259683764,0.134309128,306568.5946
NLA17_GA-HP001,1,1.97,4.03,-11.73,0.43,0.2378384,0.261995193,19265199.35
NLA17_GA-HP002,1,-5.11,-25.19,15.69,0.07,0.752081646,0.019387209,19087971.11
NLA17_IA-10001,1,-4.79,-36.7,1.62,0.23,0.750281998,0.347021702,8245780.08
NLA17_IA-10002,1,-3.1,-28.55,-3.75,0.41,0.74841949,0.539771524,2220186.607
NLA17_IA-10003,1,-3.34,-27.87,-1.15,0.209,0.676476501,0.396881247,1162267.116
NLA17_IA-10004,1,-3.85,-35.78,-4.98,0.265,0.294155824,0.433574017,151203.1575
NLA17_IA-10005,1,-3.71,-31.54,-1.86,0.316,0.650212937,0.401897189,5902147.842
NLA17_IA-10006,1,-4.39,-37.94,-2.82,0.218,0.108179418,0.401237338,170443.5299
NLA17_IA-10007,1,-2.36,-22.93,-4.05,0.264,0.870566615,0.532352033,849615.6131
NLA17_IA-10028,1,-3.32,-25.76,0.8,0.262,0.41570785,0.605866095,51173.2267
NLA17_IA-10029,1,-4.92,-34.9,4.46,0.112,0.251328399,0.30118856,29410.7256
NLA17_IA-10030,1,-0.28,-16.71,-14.47,0.875,0.590818284,0.564385122,7410.448
NLA17_IA-10031,1,-3.72,-28.92,0.84,0.293,0.988722107,0.593605099,73898.8762
NLA17_IA-10034,1,-6.24,-41.16,8.76,0.045,0.140342442,0.231292737,240310.7269
NLA17_IA-10038,1,-5.14,-37.89,3.23,0.21,0.431518258,0.459898361,94050.3334
NLA17_IA-10039,1,-1.03,-13.96,-5.72,0.63,0.992806598,0.380783656,480857.4164
NLA17_IA-10041,1,-1.83,-20.53,-5.89,0.288,0.671711255,0.499608949,70898.2107
NLA17_IA-HP001,1,-4.08,-33.5,-0.86,0.228,2.053120551,0.608986393,156227.7858
NLA17_IA-HP002,1,-3.26,-28.1,-2.02,0.193,0.669898441,0.481337109,748112.1939
NLA17_ID-10001,1,-15.02,-114.37,5.79,0.015,0.052881237,0.202326485,4385648.35
NLA17_ID-10002,1,-16.76,-126.03,8.05,0.03,0.180239071,0.05571616,130701016.5
NLA17_ID-10003,1,-12.75,-102.45,-0.45,0.076,0.113849445,0.265246196,593124.541
NLA17_ID-10004,1,-11.8,-95.45,-1.05,0.087,0.235316295,0.173062464,6802809.635
NLA17_ID-10005,1,-14.19,-113.3,0.22,0.034,0.16110517,0.34565165,1740751.368
NLA17_ID-10006,1,-13.5,-110.23,-2.23,0.064,0.230866969,0.182711931,458474.1343
NLA17_ID-10007,1,-17,-128.93,7.07,0.047,0.054691621,0.141109638,150868.6027
NLA17_ID-10010,1,-15.15,-113.59,7.61,0.007,0.069327428,0.194473719,2415124.597
NLA17_ID-10011,1,-14.25,-112.08,1.96,0.058,0.374765702,0.460843058,18225810.84
NLA17_ID-10012,1,-14.57,-110.94,5.62,0.083,0.260335118,0.227719787,118621.1746
NLA17_ID-10017,1,-13.04,-101.16,3.16,0.049,0.558175934,0.103245455,10658365.26
NLA17_ID-10030,1,-16.23,-121.56,8.28,0.024,0.33049894,0.111954115,7688224.655
NLA17_ID-10032,1,-15.17,-120.22,1.14,0.114,0.561963293,0.150947386,12768533.73
NLA17_ID-10054,1,-6.39,-79.21,-28.09,0.441,4.621057774,0.328903171,65933.7412
NLA17_ID-10059,1,-8.69,-90.58,-21.06,0.184,1.542873405,1.40938366,984226.8441
NLA17_ID-10062,1,-16.7,-127.78,5.82,0.074,0.183014599,0.092646901,13514.2642
NLA17_ID-10071,1,-16.95,-127.69,7.91,0.004,0.497190206,0.187241957,66478869.37
NLA17_ID-10075,1,-10.87,-97.39,-10.43,0.117,4.442769862,0.99652448,935648.2328
NLA17_ID-10084,1,-16.04,-121.24,7.08,0.011,0.070065904,0.151665969,89040128.2
NLA17_ID-10086,1,-11.41,-100.86,-9.58,0.144,2.046247289,0.204653574,728602.7161
NLA17_ID-10088,1,-14.91,-113.83,5.45,0.076,1.039463091,0.650764192,853146.8517
NLA17_ID-10147,1,-17.53,-134.07,6.17,0.052,0.647819478,1.41818695,10379.057
NLA17_ID-10168,1,-14.26,-104.47,9.61,0.008,0.015287648,0.026838579,345268.9657
NLA17_ID-10172,1,-10.09,-90.19,-9.47,0.201,0.890111597,0.324406369,166267.4444
NLA17_ID-10173,1,-13.77,-111.48,-1.32,0.058,0.211434853,0.211073917,311365.0453
NLA17_ID-10175,1,-11.3,-104.34,-13.94,0.116,0.240123271,0.269623078,7128385.191
NLA17_ID-HP001,1,-16.01,-126.34,1.74,0.152,0.150193383,0.204236553,58205.6572
NLA17_ID-HP002,1,-17.17,-130.13,7.23,0.048,0.946492612,0.160126331,6833995.863
NLA17_IL-10001,1,-2.12,-20.58,-3.62,0.324,1.556631549,0.295154463,2841496.099
NLA17_IL-10002,1,-4.81,-32.97,5.51,0.07,0.238145493,0.357780508,1036667.991
NLA17_IL-10003,1,-3.77,-28.7,1.46,0.044,0.219249004,0.356414325,159724.4763
NLA17_IL-10004,1,-2.26,-22.3,-4.22,0.209,1.410917007,0.42731541,3635238.208
NLA17_IL-10005,1,0.29,-5.79,-8.11,0.371,0.420953876,0.25482064,17417.3813
NLA17_IL-10006,1,-0.67,-14.29,-8.93,0.41,0.992437295,0.41651152,30084.7458
NLA17_IL-10007,1,-2.49,-18.79,1.13,0.14,0.421035904,0.356249571,303932.4081
NLA17_IL-10009,1,-3.83,-27.9,2.74,0.119,0.507606839,0.469663787,622485.8032
NLA17_IL-10010,1,-1.85,-18.03,-3.23,0.188,0.852992465,0.350537864,50833.6537
NLA17_IL-10011,1,-5.08,-31.7,8.94,0.033,0.473936875,0.371036808,432120.7361
NLA17_IL-10012,1,-0.68,-14.58,-9.14,0.393,1.215204452,0.58440144,275036.7976
NLA17_IL-10013,1,-4.67,-32.16,5.2,0.102,0.180202453,0.410099146,152616.8213
NLA17_IL-10021,1,-1.88,-15.83,-0.79,0.141,1.037453981,0.316517379,1944738.783
NLA17_IL-HP001,1,-4.68,-34.61,2.83,0.128,0.403756249,0.333218927,407433.2287
NLA17_IN-10002,1,-2.08,-15.44,1.2,0.21,0.520583676,0.33545722,217941.8486
NLA17_IN-10003,1,-5.51,-37.75,6.33,0.086,1.739941918,0.105746772,44089353.61
NLA17_IN-10004,1,-5.49,-39.83,4.09,0.145,1.702048636,0.164986745,31730627.12
NLA17_IN-10005,1,-7.01,-46.02,10.06,0,NA,0.126974711,1725485.288
NLA17_IN-10006,1,-2.46,-21.69,-2.01,0.226,0.879537408,0.384966551,185416.44
NLA17_IN-10008,1,-4.3,-31.34,3.06,0.145,0.604354729,0.234009278,2768351.535
NLA17_IN-10009,1,-3.98,-25.12,6.72,0.115,0.251564399,0.139732056,46403436.41
NLA17_IN-10010,1,-5.09,-37.51,3.21,0.138,0.593666423,0.16523775,7413366.525
NLA17_IN-10011,1,-5.46,-38.22,5.46,0.086,0.331866909,0.218297403,1291280.066
NLA17_IN-10012,1,-4.8,-28.69,9.71,0.008,0.025421329,0.09271017,11278347.79
NLA17_IN-10013,1,-1.01,-12.9,-4.82,0.301,0.091322977,0.314379927,25198.1932
NLA17_IN-10026,1,-5.2,-32.25,9.35,0.021,0.02777591,0.092607423,70908.3747
NLA17_IN-10028,1,-4.07,-31.97,0.59,0.157,0.929321968,0.272233147,7781277.59
NLA17_IN-10029,1,-6.53,-42.85,9.39,0.017,0.095123899,0.123346361,2941368.555
NLA17_IN-10031,1,-6.17,-42.43,6.93,0.042,0.379959646,0.126541368,1378812.718
NLA17_IN-10032,1,-4.9,-36.07,3.13,0.102,0.417198973,0.237292514,3566339.192
NLA17_IN-10037,1,-3.46,-28.89,-1.21,0.228,1.076502467,0.131896621,5353878.604
NLA17_IN-10039,1,-3.48,-23.05,4.79,0.124,0.322255281,0.252644781,1168553.487
NLA17_IN-10047,1,-4.5,-27.52,8.48,0.047,0.188211033,0.224603663,1412568.303
NLA17_IN-10051,1,-7.63,-50.4,10.64,0.003,0.029092018,0.236046147,100373.6045
NLA17_IN-10053,1,-6.77,-46.3,7.86,0.03,0.143768896,0.015463256,382030.0192
NLA17_IN-10055,1,-4.74,-35.46,2.46,0.129,0.980176669,0.152681021,3814953.9
NLA17_IN-10067,1,-3.23,-31.12,-5.28,0.253,0.945430662,0.403429191,161687.3126
NLA17_IN-10068,1,-2.99,-24.88,-0.96,0.236,0.806562103,0.360545508,53710.1588
NLA17_IN-10070,1,-2.86,-22.38,0.5,0.157,1.253163571,0.698474822,371530.2159
NLA17_IN-10072,1,-3.84,-29.69,1.03,0.207,1.885819018,0.308064038,67267145.25
NLA17_IN-10076,1,-3.81,-27.28,3.2,0.133,0.145440848,0.144797121,22651.1112
NLA17_IN-10077,1,-1.12,-17.95,-8.99,0.23,0.215501707,0.368832581,12267.6074
NLA17_IN-10082,1,-6.23,-44.42,5.42,0.093,0.653780263,0.062458102,1175789.212
NLA17_IN-10085,1,-3,-20.1,3.9,0.15,0.632455687,0.345188218,475345.2004
NLA17_IN-10089,1,-2.78,-23.76,-1.52,0.238,0.859089875,0.317728839,39452.6181
NLA17_IN-10094,1,-2.68,-23.38,-1.94,0.296,0.800395416,0.429913823,110325.6445
NLA17_IN-10096,1,-1.73,-15.85,-2.01,0.288,0.444783401,0.305372044,12653.7891
